"order_id","primary_product_id","cross_sell_product_id"
"9807","1","3"
"9828","1","3"
"9835","1","2"
"9847","1","2"
"9853","1","2"
"9867","2","3"
"9878","1","2"
"9879","1","2"
"9880","1","2"
"9881","1","2"
"9882","1","3"
"9888","1","2"
"9896","1","2"
"9902","1","3"
"9903","3","1"
"9905","2","1"
"9914","1","3"
"9917","1","3"
"9918","1","2"
"9923","1","3"
"9925","3","2"
"9935","1","3"
"9941","3","2"
"9946","3","1"
"9949","1","3"
"9956","1","2"
"9958","1","2"
"9961","1","2"
"9967","1","3"
"9973","1","3"
"9975","3","1"
"9994","1","2"
"10012","1","3"
"10020","2","1"
"10022","1","3"
"10031","1","2"
"10051","3","1"
"10055","1","3"
"10056","1","3"
"10059","1","2"
"10064","1","3"
"10077","1","2"
"10080","3","1"
"10084","1","3"
"10093","1","3"
"10097","1","3"
"10120","3","1"
"10132","1","3"
"10143","2","3"
"10158","1","3"
"10178","1","3"
"10188","1","2"
"10202","2","3"
"10206","2","1"
"10209","1","3"
"10211","1","3"
"10212","1","3"
"10217","1","2"
"10237","1","2"
"10254","1","3"
"10255","2","1"
"10265","3","1"
"10274","1","2"
"10290","1","3"
"10291","1","3"
"10294","1","3"
"10298","1","3"
"10300","1","2"
"10301","2","1"
"10305","1","2"
"10309","3","1"
"10317","2","3"
"10319","1","3"
"10334","1","3"
"10335","1","3"
"10362","1","2"
"10372","1","3"
"10380","1","3"
"10389","1","2"
"10401","1","3"
"10410","1","3"
"10413","1","2"
"10425","3","1"
"10436","1","2"
"10440","1","2"
"10442","1","2"
"10453","1","3"
"10458","1","2"
"10462","1","3"
"10468","1","3"
"10478","1","3"
"10486","1","2"
"10487","1","2"
"10488","3","1"
"10499","1","2"
"10516","1","3"
"10517","1","3"
"10528","1","2"
"10529","1","3"
"10531","1","3"
"10536","1","2"
"10546","1","3"
"10548","1","2"
"10553","1","2"
"10566","1","3"
"10571","1","2"
"10580","1","3"
"10582","1","3"
"10587","1","3"
"10588","2","3"
"10591","1","2"
"10595","3","1"
"10597","1","3"
"10598","1","3"
"10619","1","2"
"10620","1","3"
"10623","1","3"
"10624","1","3"
"10625","1","2"
"10634","1","3"
"10641","1","2"
"10648","1","3"
"10649","1","3"
"10657","1","2"
"10669","1","3"
"10676","1","2"
"10700","1","2"
"10704","1","3"
"10736","1","3"
"10753","3","1"
"10767","1","3"
"10787","1","2"
"10807","1","3"
"10811","1","3"
"10812","1","3"
"10815","1","2"
"10816","3","2"
"10819","1","3"
"10825","2","1"
"10827","1","3"
"10830","1","3"
"10848","1","3"
"10851","1","3"
"10862","2","3"
"10866","1","2"
"10871","1","3"
"10877","1","3"
"10887","1","2"
"10889","1","2"
"10900","1","2"
"10905","1","3"
"10910","3","2"
"10926","3","2"
"10946","1","2"
"10960","1","3"
"10967","3","1"
"10974","1","3"
"10976","1","3"
"10978","1","3"
"10983","1","3"
"10985","1","2"
"10988","1","3"
"11009","1","3"
"11014","1","3"
"11015","3","1"
"11018","1","3"
"11019","1","2"
"11023","1","3"
"11024","1","2"
"11029","1","2"
"11036","1","2"
"11048","1","2"
"11049","1","3"
"11051","3","2"
"11054","3","1"
"11059","3","2"
"11075","1","3"
"11082","1","3"
"11084","1","3"
"11090","2","1"
"11094","1","2"
"11099","1","2"
"11110","3","1"
"11117","1","3"
"11118","1","2"
"11137","1","3"
"11142","1","3"
"11148","2","4"
"11149","1","4"
"11150","3","4"
"11152","1","4"
"11153","3","4"
"11154","1","4"
"11156","1","4"
"11157","1","3"
"11162","1","4"
"11163","1","4"
"11165","2","4"
"11169","2","4"
"11170","3","4"
"11172","3","1"
"11173","3","4"
"11177","3","4"
"11180","1","4"
"11183","2","4"
"11184","2","3"
"11186","3","4"
"11190","1","4"
"11193","1","3"
"11198","1","3"
"11200","2","4"
"11201","1","3"
"11202","1","3"
"11204","1","2"
"11206","3","4"
"11208","1","3"
"11214","1","4"
"11219","3","4"
"11221","1","3"
"11223","1","2"
"11224","1","4"
"11226","1","3"
"11228","2","1"
"11240","1","4"
"11241","2","3"
"11242","1","4"
"11244","1","2"
"11245","1","4"
"11246","1","4"
"11247","1","4"
"11254","1","4"
"11255","2","4"
"11257","2","4"
"11262","1","3"
"11267","1","4"
"11275","2","4"
"11288","3","4"
"11291","3","4"
"11293","2","4"
"11295","2","4"
"11298","2","4"
"11303","2","4"
"11307","1","4"
"11308","2","4"
"11312","2","4"
"11317","1","4"
"11318","1","3"
"11324","2","4"
"11326","2","3"
"11330","2","4"
"11331","2","4"
"11333","2","4"
"11334","2","3"
"11341","3","4"
"11342","2","3"
"11347","3","1"
"11348","2","3"
"11354","1","3"
"11363","2","4"
"11365","2","4"
"11366","2","4"
"11368","3","4"
"11376","1","3"
"11377","1","4"
"11379","1","3"
"11380","1","4"
"11384","2","1"
"11388","1","4"
"11393","1","4"
"11394","1","3"
"11396","2","3"
"11397","2","4"
"11399","3","4"
"11404","2","4"
"11409","2","3"
"11417","2","4"
"11421","2","4"
"11422","1","2"
"11427","1","4"
"11430","2","4"
"11432","2","4"
"11433","1","3"
"11437","2","4"
"11442","1","4"
"11446","2","4"
"11448","2","4"
"11450","2","4"
"11452","2","3"
"11454","2","3"
"11456","1","4"
"11470","2","3"
"11479","2","4"
"11484","1","4"
"11485","2","4"
"11487","2","4"
"11489","2","4"
"11494","2","3"
"11496","1","4"
"11498","2","4"
"11503","2","4"
"11504","2","4"
"11507","2","4"
"11511","2","3"
"11522","2","3"
"11523","2","4"
"11527","2","4"
"11529","2","4"
"11530","2","1"
"11533","2","4"
"11536","3","1"
"11538","1","4"
"11545","2","4"
"11547","2","4"
"11549","2","4"
"11552","2","4"
"11554","2","4"
"11555","3","4"
"11559","3","4"
"11565","1","4"
"11566","2","4"
"11568","2","4"
"11578","1","2"
"11579","2","4"
"11582","1","4"
"11583","3","1"
"11585","1","4"
"11591","1","3"
"11593","1","4"
"11594","1","3"
"11595","1","3"
"11597","1","4"
"11598","1","4"
"11599","1","2"
"11600","1","4"
"11601","1","4"
"11603","1","4"
"11610","1","3"
"11612","2","3"
"11617","1","4"
"11620","1","4"
"11623","1","4"
"11628","1","3"
"11629","3","1"
"11632","2","4"
"11633","1","2"
"11635","1","2"
"11636","1","4"
"11638","1","3"
"11641","1","3"
"11645","1","2"
"11646","1","4"
"11648","1","2"
"11651","1","3"
"11652","1","4"
"11653","3","4"
"11654","1","2"
"11659","1","4"
"11660","1","4"
"11666","3","2"
"11668","1","3"
"11669","1","4"
"11672","1","4"
"11675","1","4"
"11678","1","4"
"11684","1","3"
"11688","1","4"
"11697","1","4"
"11699","1","4"
"11700","1","4"
"11701","2","3"
"11702","1","4"
"11703","1","4"
"11707","1","3"
"11712","1","4"
"11717","1","4"
"11720","1","4"
"11723","1","3"
"11724","2","4"
"11726","1","2"
"11728","1","3"
"11730","3","4"
"11733","2","4"
"11735","1","3"
"11736","1","2"
"11738","2","4"
"11739","1","3"
"11740","1","3"
"11742","1","4"
"11744","1","4"
"11745","3","2"
"11746","2","4"
"11751","1","3"
"11752","1","4"
"11753","1","4"
"11757","3","4"
"11758","1","3"
"11759","1","3"
"11760","3","4"
"11761","1","4"
"11763","1","4"
"11765","1","3"
"11766","1","4"
"11768","1","4"
"11769","1","4"
"11770","1","3"
"11771","2","4"
"11774","1","4"
"11776","1","2"
"11778","1","4"
"11779","1","2"
"11784","1","4"
"11785","1","3"
"11786","1","4"
"11788","3","1"
"11797","1","4"
"11799","1","4"
"11802","1","4"
"11811","1","3"
"11814","1","4"
"11815","1","4"
"11821","1","3"
"11824","1","4"
"11825","1","2"
"11832","1","4"
"11835","1","4"
"11841","1","4"
"11842","1","3"
"11844","3","4"
"11848","1","4"
"11854","1","2"
"11860","2","3"
"11864","1","3"
"11865","1","4"
"11866","1","4"
"11869","1","3"
"11873","3","4"
"11876","1","3"
"11884","1","4"
"11888","1","4"
"11889","1","4"
"11893","1","4"
"11894","3","4"
"11895","3","4"
"11897","1","4"
"11898","1","4"
"11899","1","2"
"11900","1","4"
"11903","1","3"
"11905","1","4"
"11910","3","4"
"11913","1","4"
"11916","2","4"
"11917","1","4"
"11919","1","4"
"11928","1","4"
"11932","2","1"
"11934","1","4"
"11938","1","4"
"11939","1","4"
"11940","1","4"
"11945","1","4"
"11946","1","3"
"11947","1","4"
"11953","3","4"
"11961","1","4"
"11962","1","4"
"11964","3","4"
"11965","1","4"
"11970","1","2"
"11971","1","4"
"11981","1","3"
"11982","1","3"
"11983","1","3"
"11986","1","4"
"11988","1","4"
"11989","2","4"
"11994","3","4"
"11995","1","3"
"11997","1","3"
"11999","1","3"
"12000","1","3"
"12006","1","4"
"12015","1","4"
"12016","1","3"
"12018","1","4"
"12023","1","4"
"12024","1","4"
"12027","1","3"
"12030","1","4"
"12031","1","4"
"12035","1","4"
"12036","1","3"
"12037","1","4"
"12042","1","4"
"12043","1","3"
"12046","1","4"
"12049","2","4"
"12051","1","4"
"12053","3","2"
"12055","1","3"
"12058","1","3"
"12059","1","2"
"12065","1","4"
"12068","1","4"
"12072","1","3"
"12074","1","4"
"12076","3","1"
"12079","1","4"
"12082","1","2"
"12086","3","1"
"12087","1","3"
"12092","1","2"
"12099","1","3"
"12106","1","4"
"12108","3","1"
"12113","1","4"
"12116","1","3"
"12118","1","4"
"12122","2","1"
"12126","1","2"
"12130","1","4"
"12131","2","4"
"12132","1","4"
"12135","3","2"
"12136","1","4"
"12145","1","4"
"12147","2","4"
"12148","1","4"
"12150","1","2"
"12155","1","2"
"12156","2","4"
"12167","1","3"
"12168","1","3"
"12175","1","2"
"12178","1","4"
"12180","1","3"
"12181","1","4"
"12187","1","4"
"12188","1","3"
"12195","1","4"
"12196","3","1"
"12201","3","1"
"12204","3","4"
"12209","1","3"
"12213","1","4"
"12219","1","3"
"12223","1","3"
"12225","3","1"
"12226","1","4"
"12228","1","4"
"12232","1","4"
"12240","1","4"
"12241","3","4"
"12242","3","4"
"12245","1","4"
"12246","1","4"
"12247","1","3"
"12249","2","4"
"12257","1","4"
"12258","3","4"
"12261","2","4"
"12262","3","1"
"12264","1","4"
"12268","1","4"
"12269","1","4"
"12271","1","4"
"12273","1","3"
"12275","1","4"
"12277","1","4"
"12278","1","4"
"12279","1","2"
"12280","1","3"
"12281","1","4"
"12283","1","3"
"12286","3","1"
"12291","2","4"
"12292","1","4"
"12294","1","3"
"12295","1","4"
"12298","1","2"
"12302","3","4"
"12319","3","4"
"12320","1","3"
"12321","1","3"
"12322","1","4"
"12323","1","3"
"12325","2","1"
"12327","1","4"
"12329","1","3"
"12331","3","1"
"12344","1","4"
"12347","1","3"
"12358","2","3"
"12359","1","3"
"12363","3","1"
"12366","2","3"
"12367","1","4"
"12370","1","4"
"12373","1","4"
"12374","1","4"
"12375","1","4"
"12382","1","3"
"12388","1","2"
"12392","3","2"
"12394","1","3"
"12408","1","3"
"12414","1","2"
"12431","1","2"
"12435","2","4"
"12437","1","4"
"12439","1","3"
"12441","1","4"
"12444","1","4"
"12445","1","4"
"12447","1","4"
"12448","1","4"
"12449","1","4"
"12451","1","4"
"12452","1","4"
"12453","3","4"
"12457","1","4"
"12458","3","4"
"12459","1","4"
"12466","1","3"
"12473","1","2"
"12474","2","4"
"12481","1","3"
"12483","1","4"
"12484","1","4"
"12490","1","4"
"12491","3","4"
"12495","3","4"
"12502","3","1"
"12503","1","3"
"12505","1","4"
"12506","1","3"
"12508","1","3"
"12509","1","4"
"12511","1","4"
"12517","1","4"
"12519","1","4"
"12520","2","4"
"12522","1","4"
"12523","3","2"
"12525","1","3"
"12528","1","3"
"12529","1","4"
"12534","1","2"
"12535","1","4"
"12536","1","4"
"12537","1","2"
"12538","2","3"
"12539","3","2"
"12542","1","4"
"12543","1","3"
"12544","1","4"
"12545","1","3"
"12548","1","3"
"12550","1","3"
"12553","1","2"
"12558","2","4"
"12561","1","4"
"12563","1","4"
"12569","1","4"
"12571","1","3"
"12574","2","4"
"12578","1","4"
"12584","1","3"
"12586","1","2"
"12589","1","2"
"12590","1","4"
"12592","3","2"
"12593","1","4"
"12595","3","2"
"12601","1","3"
"12607","1","3"
"12609","1","4"
"12613","1","3"
"12617","1","4"
"12618","1","4"
"12621","1","4"
"12625","3","4"
"12628","1","4"
"12629","1","3"
"12634","1","4"
"12637","1","4"
"12638","1","4"
"12639","1","3"
"12642","1","4"
"12644","1","4"
"12646","3","1"
"12647","1","3"
"12648","1","4"
"12655","1","4"
"12659","1","4"
"12660","1","4"
"12661","1","3"
"12663","1","3"
"12667","3","4"
"12671","1","3"
"12672","1","2"
"12682","1","4"
"12687","1","4"
"12689","1","2"
"12692","2","4"
"12693","1","4"
"12696","1","3"
"12701","1","3"
"12707","1","3"
"12708","3","1"
"12709","2","4"
"12712","1","3"
"12715","1","3"
"12716","2","4"
"12718","1","4"
"12722","1","4"
"12723","1","4"
"12724","1","3"
"12725","2","4"
"12727","1","3"
"12730","1","4"
"12735","1","4"
"12739","3","4"
"12740","1","3"
"12744","1","3"
"12745","1","4"
"12746","3","4"
"12750","1","4"
"12756","1","3"
"12757","1","3"
"12759","2","1"
"12763","1","3"
"12764","3","4"
"12767","1","4"
"12768","1","4"
"12771","1","3"
"12774","2","4"
"12777","3","2"
"12783","1","3"
"12784","1","4"
"12787","3","1"
"12799","1","4"
"12800","2","4"
"12801","1","4"
"12802","2","3"
"12803","1","4"
"12804","1","4"
"12807","1","4"
"12812","3","4"
"12814","1","3"
"12816","1","4"
"12823","2","3"
"12825","3","4"
"12830","1","3"
"12831","1","4"
"12833","1","3"
"12834","2","3"
"12841","3","1"
"12842","1","4"
"12844","1","4"
"12845","1","4"
"12848","2","4"
"12849","2","4"
"12850","1","3"
"12851","3","4"
"12854","1","2"
"12855","1","3"
"12857","3","4"
"12862","3","4"
"12863","1","4"
"12866","1","4"
"12870","1","3"
"12873","1","4"
"12874","1","3"
"12879","1","2"
"12887","1","4"
"12890","1","4"
"12891","3","4"
"12892","1","4"
"12897","1","4"
"12902","2","4"
"12904","2","4"
"12910","1","4"
"12912","1","2"
"12913","3","1"
"12918","1","3"
"12922","1","4"
"12926","1","3"
"12927","1","3"
"12928","1","4"
"12929","1","2"
"12930","1","4"
"12931","1","4"
"12933","1","4"
"12934","1","4"
"12937","2","3"
"12938","1","3"
"12939","1","4"
"12940","1","4"
"12946","1","4"
"12948","1","4"
"12951","1","2"
"12952","1","4"
"12954","1","4"
"12958","1","2"
"12964","3","4"
"12973","1","3"
"12974","2","4"
"12975","1","4"
"12979","1","4"
"12981","1","3"
"12983","1","4"
"12984","1","4"
"12985","2","4"
"12987","1","4"
"12994","1","4"
"12998","1","4"
"13000","3","1"
"13002","1","4"
"13005","1","4"
"13009","1","4"
"13011","1","3"
"13016","1","3"
"13018","1","3"
"13023","2","3"
"13028","3","1"
"13032","1","3"
"13033","1","3"
"13034","1","4"
"13036","3","4"
"13042","1","3"
"13045","1","2"
"13049","2","4"
"13051","1","4"
"13052","1","4"
"13053","1","3"
"13054","2","4"
"13058","2","4"
"13059","1","4"
"13060","1","3"
"13062","2","3"
"13067","1","4"
"13068","1","4"
"13072","1","2"
"13077","1","4"
"13080","2","3"
"13082","1","4"
"13083","1","4"
"13084","1","3"
"13088","1","4"
"13089","3","4"
"13090","1","2"
"13102","1","2"
"13103","1","3"
"13106","3","2"
"13108","3","1"
"13114","1","4"
"13115","1","4"
"13117","1","3"
"13120","1","4"
"13126","1","3"
"13127","1","3"
"13128","3","4"
"13130","1","2"
"13142","1","3"
"13143","1","4"
"13146","1","4"
"13156","1","2"
"13157","1","4"
"13162","1","4"
"13164","2","4"
"13165","1","4"
"13171","1","4"
"13172","1","2"
"13175","1","4"
"13180","1","4"
"13182","1","2"
"13184","1","4"
"13192","2","4"
"13200","3","1"
"13207","1","4"
"13209","1","2"
"13210","1","4"
"13217","1","2"
"13221","1","3"
"13224","1","4"
"13225","1","2"
"13234","1","2"
"13235","1","4"
"13236","1","4"
"13238","1","4"
"13240","1","3"
"13241","1","3"
"13242","1","4"
"13244","1","4"
"13247","3","1"
"13253","3","1"
"13265","1","4"
"13268","1","4"
"13271","1","4"
"13272","1","4"
"13275","1","4"
"13279","1","3"
"13282","1","4"
"13284","1","4"
"13287","1","3"
"13289","3","4"
"13291","2","4"
"13293","1","3"
"13294","1","2"
"13297","1","4"
"13298","1","3"
"13299","1","3"
"13300","1","4"
"13301","1","4"
"13302","1","4"
"13304","1","2"
"13306","2","4"
"13307","3","4"
"13309","1","3"
"13310","2","4"
"13314","1","4"
"13321","1","4"
"13326","1","4"
"13329","3","4"
"13333","1","3"
"13335","1","4"
"13339","1","3"
"13340","1","3"
"13341","3","4"
"13342","1","4"
"13344","1","3"
"13349","1","4"
"13353","3","4"
"13354","1","4"
"13355","3","4"
"13356","1","4"
"13360","1","4"
"13361","1","3"
"13365","3","1"
"13368","1","4"
"13370","1","4"
"13377","1","4"
"13378","1","4"
"13379","1","4"
"13383","1","3"
"13388","3","1"
"13389","1","4"
"13390","1","2"
"13391","1","4"
"13393","1","4"
"13398","1","2"
"13408","1","3"
"13414","1","2"
"13422","1","4"
"13423","1","4"
"13424","1","4"
"13430","1","4"
"13434","2","4"
"13446","1","3"
"13447","1","3"
"13448","1","4"
"13449","3","4"
"13453","3","1"
"13454","1","3"
"13455","1","4"
"13462","1","4"
"13465","1","4"
"13467","1","4"
"13479","1","4"
"13482","2","1"
"13488","1","4"
"13490","1","4"
"13491","1","4"
"13499","3","4"
"13500","1","4"
"13502","1","3"
"13504","1","4"
"13508","1","4"
"13509","1","4"
"13513","2","4"
"13514","1","2"
"13517","1","4"
"13518","1","4"
"13522","1","4"
"13530","1","3"
"13535","1","3"
"13536","3","4"
"13540","1","3"
"13545","1","3"
"13549","1","4"
"13552","1","4"
"13555","1","3"
"13556","1","4"
"13557","2","4"
"13560","1","4"
"13565","1","3"
"13567","2","4"
"13571","1","3"
"13572","1","4"
"13575","3","1"
"13576","1","2"
"13579","1","2"
"13583","1","4"
"13586","1","3"
"13587","1","3"
"13591","1","4"
"13594","1","4"
"13597","1","3"
"13598","1","2"
"13602","1","2"
"13604","1","4"
"13605","1","2"
"13606","1","3"
"13610","1","4"
"13613","1","3"
"13614","1","3"
"13615","3","2"
"13621","1","3"
"13622","1","4"
"13624","3","1"
"13625","2","4"
"13627","3","4"
"13628","1","4"
"13630","1","3"
"13632","1","4"
"13636","3","4"
"13637","2","4"
"13642","1","3"
"13644","1","4"
"13647","2","4"
"13650","1","3"
"13651","1","2"
"13654","1","2"
"13664","1","3"
"13671","1","2"
"13672","1","4"
"13679","1","4"
"13689","1","3"
"13690","1","4"
"13695","1","4"
"13697","1","4"
"13704","1","4"
"13708","1","4"
"13711","1","4"
"13715","1","4"
"13717","1","3"
"13720","1","2"
"13725","1","3"
"13727","1","4"
"13730","1","2"
"13732","1","3"
"13735","1","4"
"13738","1","3"
"13739","1","4"
"13742","1","3"
"13743","1","4"
"13748","2","3"
"13750","1","2"
"13756","2","3"
"13758","1","4"
"13761","1","3"
"13763","1","4"
"13764","1","4"
"13767","1","4"
"13772","1","4"
"13774","1","4"
"13778","1","3"
"13780","1","4"
"13784","1","4"
"13786","1","3"
"13787","2","4"
"13789","1","4"
"13791","1","3"
"13793","1","4"
"13794","1","4"
"13796","3","1"
"13799","1","4"
"13800","1","4"
"13803","3","4"
"13810","1","4"
"13812","3","4"
"13816","1","4"
"13817","1","3"
"13821","1","4"
"13822","1","2"
"13824","2","3"
"13827","1","3"
"13828","2","4"
"13829","1","4"
"13832","1","4"
"13834","1","4"
"13837","1","4"
"13844","1","4"
"13846","3","4"
"13847","1","4"
"13848","1","4"
"13851","3","4"
"13855","1","4"
"13857","2","4"
"13860","3","4"
"13861","1","4"
"13862","3","4"
"13863","1","4"
"13864","1","4"
"13865","1","2"
"13870","1","4"
"13872","1","4"
"13873","1","2"
"13874","3","4"
"13877","1","3"
"13878","1","4"
"13879","2","4"
"13886","1","2"
"13890","2","4"
"13893","1","4"
"13898","1","3"
"13900","1","4"
"13902","1","3"
"13903","1","2"
"13905","1","4"
"13910","1","3"
"13911","1","4"
"13916","1","2"
"13918","1","4"
"13922","1","4"
"13927","3","4"
"13929","1","4"
"13935","1","2"
"13939","3","4"
"13941","1","4"
"13949","1","4"
"13951","3","4"
"13955","1","4"
"13963","1","2"
"13968","1","4"
"13970","1","4"
"13977","1","4"
"13979","1","4"
"13984","1","4"
"13987","1","4"
"13994","1","4"
"13995","1","3"
"13997","1","4"
"14002","3","4"
"14003","3","4"
"14007","1","4"
"14008","1","4"
"14010","1","4"
"14013","2","4"
"14016","1","4"
"14017","1","3"
"14019","1","4"
"14020","2","4"
"14021","1","4"
"14023","1","4"
"14027","1","4"
"14030","2","1"
"14031","1","2"
"14032","3","4"
"14034","1","4"
"14035","1","3"
"14036","1","4"
"14037","1","4"
"14047","1","3"
"14048","1","4"
"14049","1","4"
"14052","2","4"
"14053","1","4"
"14055","1","3"
"14056","1","4"
"14058","1","4"
"14059","1","4"
"14060","3","4"
"14061","3","4"
"14064","1","4"
"14069","2","1"
"14070","3","4"
"14075","1","3"
"14080","1","4"
"14081","3","4"
"14082","1","2"
"14084","1","4"
"14087","1","2"
"14088","1","3"
"14089","1","4"
"14090","3","4"
"14091","1","3"
"14097","1","4"
"14099","1","4"
"14102","1","4"
"14104","1","4"
"14111","1","2"
"14115","3","4"
"14117","1","4"
"14119","1","3"
"14120","3","2"
"14123","1","2"
"14124","1","4"
"14125","1","4"
"14131","1","4"
"14132","3","4"
"14134","1","3"
"14140","1","2"
"14143","3","4"
"14146","1","4"
"14149","3","4"
"14150","1","3"
"14151","1","2"
"14155","3","4"
"14156","1","2"
"14163","3","1"
"14164","1","4"
"14169","1","4"
"14170","1","3"
"14172","1","4"
"14173","1","4"
"14186","1","4"
"14189","1","4"
"14190","1","4"
"14192","1","4"
"14194","2","4"
"14195","1","4"
"14198","1","3"
"14203","1","4"
"14208","2","4"
"14211","1","4"
"14213","1","3"
"14214","1","2"
"14219","1","2"
"14220","1","4"
"14227","1","3"
"14228","1","2"
"14230","1","4"
"14236","3","1"
"14240","3","4"
"14245","2","4"
"14252","1","4"
"14253","1","3"
"14256","1","4"
"14260","3","2"
"14262","1","3"
"14264","1","4"
"14268","3","2"
"14270","1","3"
"14271","1","2"
"14274","1","4"
"14277","2","4"
"14287","1","4"
"14288","1","2"
"14289","2","4"
"14290","1","3"
"14292","1","4"
"14293","3","2"
"14300","1","4"
"14304","1","3"
"14305","1","4"
"14312","1","3"
"14313","1","3"
"14314","3","4"
"14315","1","2"
"14316","3","4"
"14318","1","3"
"14319","1","4"
"14321","2","4"
"14328","1","3"
"14330","1","2"
"14338","1","3"
"14340","3","1"
"14346","1","4"
"14349","2","4"
"14351","1","4"
"14352","1","4"
"14353","1","4"
"14354","1","3"
"14357","2","4"
"14358","2","3"
"14360","1","2"
"14362","3","1"
"14365","1","3"
"14368","1","4"
"14369","1","2"
"14370","1","4"
"14375","1","3"
"14378","1","4"
"14379","1","4"
"14382","1","2"
"14383","3","1"
"14384","2","4"
"14393","1","4"
"14394","1","4"
"14395","1","4"
"14401","1","3"
"14403","1","4"
"14406","1","2"
"14411","1","3"
"14413","2","1"
"14416","3","4"
"14419","1","3"
"14423","1","3"
"14426","1","4"
"14429","1","4"
"14430","3","4"
"14431","1","4"
"14432","2","4"
"14436","1","4"
"14437","1","3"
"14448","1","3"
"14451","1","4"
"14452","1","3"
"14458","1","4"
"14460","1","3"
"14461","1","4"
"14464","1","4"
"14465","1","4"
"14466","1","3"
"14470","3","4"
"14472","1","4"
"14474","1","4"
"14475","1","2"
"14476","3","4"
"14477","1","2"
"14479","1","3"
"14480","1","4"
"14482","1","2"
"14483","1","4"
"14486","1","4"
"14488","1","4"
"14490","1","4"
"14491","1","4"
"14494","3","1"
"14495","1","2"
"14496","1","3"
"14500","1","4"
"14503","1","3"
"14504","1","4"
"14505","1","3"
"14508","1","4"
"14512","2","4"
"14516","2","4"
"14517","1","4"
"14519","1","4"
"14520","1","4"
"14523","1","4"
"14527","3","4"
"14531","1","4"
"14534","1","4"
"14539","3","4"
"14542","1","4"
"14544","1","4"
"14545","1","4"
"14546","1","3"
"14547","1","3"
"14548","3","4"
"14551","1","3"
"14553","1","4"
"14554","1","4"
"14557","1","3"
"14563","1","4"
"14565","1","4"
"14567","1","4"
"14568","1","4"
"14576","1","4"
"14578","3","4"
"14581","1","3"
"14582","1","4"
"14585","1","4"
"14587","1","3"
"14592","1","3"
"14593","2","4"
"14595","1","4"
"14601","1","3"
"14603","3","4"
"14604","1","2"
"14605","1","4"
"14616","1","2"
"14617","1","4"
"14621","1","3"
"14622","2","4"
"14632","1","4"
"14636","1","3"
"14639","1","3"
"14640","1","4"
"14641","3","4"
"14643","1","4"
"14645","1","3"
"14646","1","3"
"14648","1","3"
"14652","1","4"
"14653","1","3"
"14656","1","4"
"14660","1","3"
"14661","1","4"
"14662","1","4"
"14666","1","4"
"14668","1","4"
"14669","1","3"
"14671","2","4"
"14673","1","4"
"14674","1","4"
"14678","1","4"
"14680","1","4"
"14681","2","4"
"14683","1","3"
"14685","1","3"
"14686","1","4"
"14687","1","4"
"14688","1","4"
"14700","1","4"
"14701","1","3"
"14704","1","2"
"14706","1","2"
"14716","1","3"
"14717","1","2"
"14721","1","3"
"14722","2","4"
"14727","1","2"
"14728","1","4"
"14730","1","4"
"14732","1","3"
